Enrolled Year,Graduation Year,Student ID,Student Full Name,Country,Date of Birth,Enrollment Status,Gender,NFQ Level,College,Field of Study,Level of Study,Duration of Study,Study Type,Nace Rev 2 Activity,Grade Level,Employment Status
2023,2025.0,12000000188,Briana Thompson,International,2002-06-02,graduated,Female,NFQ Level 9,SEFS,Interactive Media,MSc,1 Year,FT,Education,H22,FT
2023,2025.0,12000000205,Derek Aguirre,International,1996-01-01,graduated,Male,NFQ Level 9,SEFS,Older Person Rehabilitation,MSc,1 Year,FT,Finance,H22,FT
2023,2025.0,12000000209,Kevin Koch,Ireland,2001-11-16,graduated,Female,NFQ Level 9,CACSSS,Social Policy and Social Justice,MSocSc,1 Year,Distance,Fishing,H22,FT
2023,,12000000213,Emma Bailey,International,1994-09-01,dropped out,Female,NFQ Level 9,CACSSS,Sociology,MA,1 Year,FT,Finance,H21,FT
2023,2025.0,12000000215,Jessica Johnson,International,1995-09-01,graduated,Male,NFQ Level 9,CACSSS,Strategic Studies,MA,1 Year,FT,Finance,H22,FT
2023,2025.0,12000000217,Gerald Blake,International,1999-07-23,graduated,Male,NFQ Level 9,CACSSS,Teaching Chinese to Speakers of Other Languages,MA,1 Year,FT,Fishing,H22,FT
2023,2025.0,12000000219,Victoria Bush,International,1994-05-05,graduated,Male,NFQ Level 9,CACSSS,Theatre and Performative Practices,MA,1 Year,FT,Finance,H21,FT
2023,2025.0,12000000224,Jason Torres,Ireland,1995-10-21,graduated,Male,NFQ Level 9,SEFS,Geoinformatics,MSc,1 Year,FT,Education,H3,FT
2023,,12000000225,Ms. Lindsey Clements,International,1996-07-15,dropped out,Male,NFQ Level 9,SEFS,Human Anatomy,MSc,1 Year,FT,Fishing,H22,FT
2023,2025.0,12000000227,Paul Woods MD,Ireland,1995-01-28,graduated,Male,NFQ Level 9,SEFS,Human Resource Management,MSc,1 Year,FT,Education,H22,FT
2023,2025.0,12000000228,Nicole Johnson,International,2000-04-04,graduated,Male,NFQ Level 9,SEFS,"Industrial Pharmaceutical Sciences, Operation and Management",MSc,1 Year,FT,Health,H22,FT
